id,file_name,ground_truth_id,ground_truth_label,width,height
381,imagenet_val_0381_label_517.jpg,517,crane2,375,500
382,imagenet_val_0382_label_393.jpg,393,anemone fish,500,375
383,imagenet_val_0383_label_314.jpg,314,"cockroach, roach",500,375
384,imagenet_val_0384_label_847.jpg,847,"tank, army tank, armored combat vehicle, armoured combat vehicle",500,334
385,imagenet_val_0385_label_426.jpg,426,barometer,500,375
386,imagenet_val_0386_label_821.jpg,821,steel arch bridge,500,375
387,imagenet_val_0387_label_264.jpg,264,"Cardigan, Cardigan Welsh corgi",500,304
388,imagenet_val_0388_label_656.jpg,656,minivan,500,375
389,imagenet_val_0389_label_873.jpg,873,triumphal arch,500,375
390,imagenet_val_0390_label_391.jpg,391,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",500,375
391,imagenet_val_0391_label_417.jpg,417,balloon,500,333
392,imagenet_val_0392_label_661.jpg,661,Model T,500,375
393,imagenet_val_0393_label_19.jpg,19,chickadee,500,400
394,imagenet_val_0394_label_832.jpg,832,"stupa, tope",375,500
395,imagenet_val_0395_label_482.jpg,482,cassette player,305,154
396,imagenet_val_0396_label_988.jpg,988,acorn,500,375
397,imagenet_val_0397_label_146.jpg,146,"albatross, mollymawk",500,375
398,imagenet_val_0398_label_157.jpg,157,papillon,334,500
399,imagenet_val_0399_label_46.jpg,46,"green lizard, Lacerta viridis",500,375
400,imagenet_val_0400_label_327.jpg,327,"starfish, sea star",500,373
401,imagenet_val_0401_label_474.jpg,474,cardigan,160,160
402,imagenet_val_0402_label_181.jpg,181,Bedlington terrier,500,333
403,imagenet_val_0403_label_616.jpg,616,knot,500,375
404,imagenet_val_0404_label_353.jpg,353,gazelle,500,335
405,imagenet_val_0405_label_542.jpg,542,drumstick,500,375
406,imagenet_val_0406_label_798.jpg,798,"slide rule, slipstick",500,375
407,imagenet_val_0407_label_731.jpg,731,"plunger, plumber's helper",500,333
408,imagenet_val_0408_label_789.jpg,789,shoji,600,800
409,imagenet_val_0409_label_888.jpg,888,viaduct,500,388
410,imagenet_val_0410_label_675.jpg,675,moving van,500,375
411,imagenet_val_0411_label_941.jpg,941,acorn squash,500,375
412,imagenet_val_0412_label_984.jpg,984,rapeseed,339,500
413,imagenet_val_0413_label_177.jpg,177,"Scottish deerhound, deerhound",500,430
414,imagenet_val_0414_label_581.jpg,581,"grille, radiator grille",356,500
415,imagenet_val_0415_label_618.jpg,618,ladle,378,500
416,imagenet_val_0416_label_704.jpg,704,parking meter,432,500
417,imagenet_val_0417_label_269.jpg,269,"timber wolf, grey wolf, gray wolf, Canis lupus",300,330
418,imagenet_val_0418_label_340.jpg,340,zebra,500,460
419,imagenet_val_0419_label_694.jpg,694,"paddlewheel, paddle wheel",500,375
420,imagenet_val_0420_label_843.jpg,843,swing,500,375
421,imagenet_val_0421_label_16.jpg,16,bulbul,500,500
422,imagenet_val_0422_label_641.jpg,641,maraca,320,270
423,imagenet_val_0423_label_957.jpg,957,pomegranate,500,375
424,imagenet_val_0424_label_936.jpg,936,head cabbage,500,493
425,imagenet_val_0425_label_868.jpg,868,tray,418,500
426,imagenet_val_0426_label_399.jpg,399,abaya,500,375
427,imagenet_val_0427_label_647.jpg,647,measuring cup,500,377
428,imagenet_val_0428_label_690.jpg,690,oxcart,600,450
429,imagenet_val_0429_label_646.jpg,646,"maze, labyrinth",375,500
430,imagenet_val_0430_label_603.jpg,603,"horse cart, horse-cart",500,343
431,imagenet_val_0431_label_465.jpg,465,bulletproof vest,500,375
432,imagenet_val_0432_label_228.jpg,228,komondor,1600,1200
433,imagenet_val_0433_label_481.jpg,481,cassette,500,365
434,imagenet_val_0434_label_269.jpg,269,"timber wolf, grey wolf, gray wolf, Canis lupus",800,811
435,imagenet_val_0435_label_174.jpg,174,"Norwegian elkhound, elkhound",500,334
436,imagenet_val_0436_label_994.jpg,994,"stinkhorn, carrion fungus",640,481
437,imagenet_val_0437_label_598.jpg,598,"home theater, home theatre",500,337
438,imagenet_val_0438_label_183.jpg,183,Kerry blue terrier,500,333
439,imagenet_val_0439_label_544.jpg,544,Dutch oven,375,500
440,imagenet_val_0440_label_753.jpg,753,radiator,500,500
441,imagenet_val_0441_label_393.jpg,393,anemone fish,500,375
442,imagenet_val_0442_label_618.jpg,618,ladle,500,375
443,imagenet_val_0443_label_394.jpg,394,sturgeon,500,375
444,imagenet_val_0444_label_536.jpg,536,"dock, dockage, docking facility",500,375
445,imagenet_val_0445_label_260.jpg,260,"chow, chow chow",500,333
446,imagenet_val_0446_label_790.jpg,790,shopping basket,500,380
447,imagenet_val_0447_label_266.jpg,266,miniature poodle,500,500
448,imagenet_val_0448_label_299.jpg,299,"meerkat, mierkat",1600,1200
449,imagenet_val_0449_label_879.jpg,879,umbrella,500,400
450,imagenet_val_0450_label_740.jpg,740,power drill,500,389
451,imagenet_val_0451_label_13.jpg,13,"junco, snowbird",500,414
452,imagenet_val_0452_label_60.jpg,60,"night snake, Hypsiglena torquata",500,337
453,imagenet_val_0453_label_773.jpg,773,"saltshaker, salt shaker",495,371
454,imagenet_val_0454_label_166.jpg,166,"Walker hound, Walker foxhound",500,375
455,imagenet_val_0455_label_422.jpg,422,barbell,398,375
456,imagenet_val_0456_label_984.jpg,984,rapeseed,500,333
457,imagenet_val_0457_label_74.jpg,74,"garden spider, Aranea diademata",482,500
458,imagenet_val_0458_label_781.jpg,781,scoreboard,500,500
459,imagenet_val_0459_label_729.jpg,729,plate rack,500,333
460,imagenet_val_0460_label_558.jpg,558,"flute, transverse flute",500,332
461,imagenet_val_0461_label_424.jpg,424,barbershop,500,500
462,imagenet_val_0462_label_754.jpg,754,"radio, wireless",500,375
463,imagenet_val_0463_label_144.jpg,144,pelican,500,471
464,imagenet_val_0464_label_562.jpg,562,fountain,500,341
465,imagenet_val_0465_label_494.jpg,494,"chime, bell, gong",375,500
466,imagenet_val_0466_label_651.jpg,651,"microwave, microwave oven",500,375
467,imagenet_val_0467_label_780.jpg,780,schooner,428,252
468,imagenet_val_0468_label_74.jpg,74,"garden spider, Aranea diademata",500,413
469,imagenet_val_0469_label_275.jpg,275,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",500,351
470,imagenet_val_0470_label_626.jpg,626,"lighter, light, igniter, ignitor",362,500
471,imagenet_val_0471_label_789.jpg,789,shoji,500,375
472,imagenet_val_0472_label_443.jpg,443,bib,500,375
473,imagenet_val_0473_label_303.jpg,303,"long-horned beetle, longicorn, longicorn beetle",500,375
474,imagenet_val_0474_label_540.jpg,540,"drilling platform, offshore rig",500,375
475,imagenet_val_0475_label_85.jpg,85,quail,500,375
476,imagenet_val_0476_label_563.jpg,563,fountain pen,333,500
477,imagenet_val_0477_label_421.jpg,421,"bannister, banister, balustrade, balusters, handrail",500,500
478,imagenet_val_0478_label_497.jpg,497,"church, church building",497,500
479,imagenet_val_0479_label_365.jpg,365,"orangutan, orang, orangutang, Pongo pygmaeus",200,149
480,imagenet_val_0480_label_400.jpg,400,"academic gown, academic robe, judge's robe",500,333
481,imagenet_val_0481_label_281.jpg,281,"tabby, tabby cat",550,412
482,imagenet_val_0482_label_474.jpg,474,cardigan,332,500
483,imagenet_val_0483_label_115.jpg,115,"sea slug, nudibranch",500,468
484,imagenet_val_0484_label_684.jpg,684,"ocarina, sweet potato",500,495
485,imagenet_val_0485_label_500.jpg,500,cliff dwelling,500,484
486,imagenet_val_0486_label_353.jpg,353,gazelle,500,473
487,imagenet_val_0487_label_62.jpg,62,"rock python, rock snake, Python sebae",500,375
488,imagenet_val_0488_label_730.jpg,730,"plow, plough",500,375
489,imagenet_val_0489_label_405.jpg,405,"airship, dirigible",500,333
490,imagenet_val_0490_label_116.jpg,116,"chiton, coat-of-mail shell, sea cradle, polyplacophore",500,263
491,imagenet_val_0491_label_424.jpg,424,barbershop,400,500
492,imagenet_val_0492_label_963.jpg,963,"pizza, pizza pie",375,500
493,imagenet_val_0493_label_865.jpg,865,toyshop,500,375
494,imagenet_val_0494_label_528.jpg,528,"dial telephone, dial phone",375,500
495,imagenet_val_0495_label_240.jpg,240,Appenzeller,500,376
496,imagenet_val_0496_label_157.jpg,157,papillon,500,333
497,imagenet_val_0497_label_406.jpg,406,altar,500,366
498,imagenet_val_0498_label_712.jpg,712,Petri dish,333,500
499,imagenet_val_0499_label_390.jpg,390,eel,500,384
500,imagenet_val_0500_label_365.jpg,365,"orangutan, orang, orangutang, Pongo pygmaeus",500,333
501,imagenet_val_0501_label_861.jpg,861,toilet seat,375,500
502,imagenet_val_0502_label_104.jpg,104,"wallaby, brush kangaroo",500,357
503,imagenet_val_0503_label_424.jpg,424,barbershop,500,493
504,imagenet_val_0504_label_403.jpg,403,"aircraft carrier, carrier, flattop, attack aircraft carrier",500,375
505,imagenet_val_0505_label_806.jpg,806,sock,430,500
506,imagenet_val_0506_label_343.jpg,343,warthog,500,334
507,imagenet_val_0507_label_69.jpg,69,trilobite,500,333
508,imagenet_val_0508_label_741.jpg,741,"prayer rug, prayer mat",375,500
509,imagenet_val_0509_label_891.jpg,891,waffle iron,362,434
510,imagenet_val_0510_label_185.jpg,185,Norfolk terrier,375,500
511,imagenet_val_0511_label_728.jpg,728,plastic bag,500,500
512,imagenet_val_0512_label_816.jpg,816,spindle,446,500
